Conference,Division,School,Contact Name,Title,Sports,Address,City,State,Zip Code,,,,,,
Big West,NCAA I,CAL STATE FULLERTON,Jennie Volkert,Head Coach,Women's Cheerleading,800 N. State College Blvd.,Fullerton,CA,92831-0000,,,,,,
Big West,NCAA I,"HAWAII, UNIVERSITY OF",Mike Baker,Head Coach,Women's Cheerleading,1337 Lower Campus Rd.,Honolulu,HI,96822-2312,,,,,,
California Collegiate,NCAA II,CAL STATE SAN BERNARDINO,Suzanne McDonald,Head Coach,Women's Cheerleading,5500 University Pkwy.,San Bernardino,CA,92407-0000,,,,,,
Capital,NCAA III,CHRISTOPHER NEWPORT UNIVERSITY,Erica Flanigan,Head Coach,Women's Cheerleading,1 Avenue of the Arts,Newport News,VA,23606-2998,,,,,,
Capital,NCAA III,WESLEY COLLEGE,Robin Smith,Head Coach,Women's Cheerleading,120 N. State St.,Dover,DE,19901-0000,,,,,,
Capital,NCAA III,YORK COLLEGE,Kelly Viscount,Head Coach,Women's Cheerleading,441 Country Club Road,York,PA,17403-3651,,,,,,
CCIW,NCAA III,CARTHAGE COLLEGE,Amy Carter,Head Coach,Women's Cheerleading,2001 Alford Park Drive,Kenosha,WI,53140-1994,,,,,,
CCIW,NCAA III,MILLIKIN UNIVERSITY,Libby Osborn,Head Coach,Women's Cheerleading,1184 W Main St,Decatur,IL,62522-2039,,,,,,
Centennial,NCAA III,GETTYSBURG COLLEGE,Karyn Baust,Head Coach,Women's Cheerleading,300 North Washington St.,Gettysburg,PA,17325-0000,,,,,,
Central Atlantic,NCAA II,THOMAS JEFFERSON UNIVERSITY,Juliana Martell,Head Coach,Women's Cheerleading,(formerly Philadelphia U.),Philadelphia,PA,19144-5497,,,,,,
Central Atlantic,NCAA II,WILMINGTON UNIVERSITY (DE),Ashley Mundy,Head Coach,Women's Cheerleading,1365 Pulaski Hwy.,Newark,DE,19702-6434,,,,,,
Central Intercollegiate,NCAA II,BOWIE STATE UNIVERSITY,Thomasina Boardley,Head Coach,Women's Cheerleading,14000 Jericho Park Rd.,Bowie,MD,20715-3319,,,,,,
Central Intercollegiate,NCAA II,CHOWAN UNIVERSITY,Pamela Scott,Head Coach,Women's Cheerleading,One University Pl.,Murfreesboro,NC,27855-0000,,,,,,
Central Intercollegiate,NCAA II,ELIZABETH CITY STATE U.,Ruth Williams,Head Coach,Women's Cheerleading,1704 Weeksville Rd.,Elizabeth City,NC,27909-0000,,,,,,
Central Intercollegiate,NCAA II,FAYETTEVILLE STATE UNIVERSITY,LaWanda Miller,Head Coach,Women's Cheerleading,Felton J. Capel Arena,Fayetteville,NC,28301-0000,,,,,,
Central Intercollegiate,NCAA II,JOHNSON C. SMITH UNIVERSITY,Katrina Johnson,Head Coach,Women's Cheerleading,100 Beatties Ford Rd,Charlotte,NC,28216-0000,,,,,,
Central Intercollegiate,NCAA II,LIVINGSTONE COLLEGE,Shontae Hosch,Head Coach,Women's Cheerleading,701 W Monroe Street,Salisbury,NC,28144-0000,,,,,,
Central Intercollegiate,NCAA II,SAINT AUGUSTINE'S UNIVERSITY,Ann Brown,Head Coach,Women's Cheerleading,1315 Oakwood Ave,Raleigh,NC,27610-0000,,,,,,
Central Intercollegiate,NCAA II,VIRGINIA STATE UNIVERSITY,Cassandra Artis-Williams,Head Coach,Women's Cheerleading,20720 4th Avenue,Petersburg,VA,23806-0000,,,,,,
Central Intercollegiate,NCAA II,VIRGINIA UNION UNIV.,Valerie Briggs,Head Coach,Women's Cheerleading,1500 N Lombardy St.,Richmond,VA,23220-1711,,,,,,
Central Intercollegiate,NCAA II,WINSTON-SALEM STATE UNIVERSITY,Eboni Graham,Head Coach,Women's Cheerleading,WSSU Department of Athletics,Winston-Salem,NC,27110-0000,,,,,,
Central Valley,NJCAA I,FRESNO CITY COLLEGE,Hope Villines,Head Coach,Women's Cheerleading,1101 E University Ave,Fresno,CA,93741-0000,,,,,,
Central Valley,NJCAA I,"SEQUOIAS, COLLEGE OF THE",Linda Amaral,Head Coach,Women's Cheerleading,915 S Mooney Blvd.,Visalia,CA,93277-2214,,,,,,
Chicagoland,NAIA 1,OLIVET NAZARENE UNIVERSITY,Karen Eylander,Head Coach,Women's Cheerleading,One University Avenue,Bourbonnais,IL,60914-0000,,,,,,
Chicagoland,NAIA 1,ROBERT MORRIS UNIVERSITY,Angie Caldwell,Head Coach,Women's Cheerleading,"401 S. State, Suite 13",Chicago,IL,60605-0000,,,,,,
Chicagoland,NAIA 1,SAINT XAVIER UNIVERSITY,Rachel Mayo,Head Coach,Women's Cheerleading,3700 W. 103rd St.,Chicago,IL,60655-3105,,,,,,
Colonial,NCAA I,"CHARLESTON, COLLEGE OF",Amber Meteraud,Head Coach,Women's Cheerleading,66 George Street,Charleston,SC,29424-0000,,,,,,
Colonial,NCAA I,"CHARLESTON, COLLEGE OF",Patrice Christian,Head Coach,Women's Cheerleading,66 George Street,Charleston,SC,29424-0000,,,,,,
Colonial,NCAA I,ELON UNIVERSITY,Hannah Wentz,Head Coach,Women's Cheerleading,104 E. Haggard Ave.,Elon,NC,27244-0000,,,,,,
Colonial,NCAA I,ELON UNIVERSITY,Sandra Bays,Head Coach,Women's Cheerleading,104 E. Haggard Ave.,Elon,NC,27244-0000,,,,,,
Colonial,NCAA I,TOWSON UNIVERSITY,Edy Pratt,Head Coach,Women's Cheerleading,8000 York Road,Towson,MD,21252-0000,,,,,,
Colonial,NCAA I,"WILLIAM & MARY, COLLEGE OF",Ashley Ferguson,Head Coach,Women's Cheerleading,751 Ukrop Way,Williamsburg,VA,23185-0000,,,,,,
Colonial States,NCAA III,GWYNEDD MERCY COLLEGE,Michelle Murray,Head Coach,Women's Cheerleading,Griffin Complex,Gwynedd Valley,PA,19437-0000,,,,,,
Conference Carolinas,NCAA II,LIMESTONE COLLEGE,Hailey Peay-Martin,Head Coach,Women's Cheerleading,1115 College Dr.,Gaffney,SC,29340-3778,,,,,,
Conference Carolinas,NCAA II,"MOUNT OLIVE, UNIVERSITY OF",Ebony Wells,Head Coach,Women's Cheerleading,586 Henderson St,Mount Olive,NC,28365-0000,,,,,,
Conference Carolinas,NCAA II,NORTH GREENVILLE UNIVERSITY,Kate Sepko,Head Coach,Women's Cheerleading,7801 North Tigerville Road,Tigerville,SC,29688-1892,,,,,,
Conference USA,NCAA I,FLORIDA ATLANTIC UNIVERSITY,Claudia Soto,Head Coach,Women's Cheerleading,777 Glades Rd.,Boca Raton,FL,33431-0000,,,,,,
Conference USA,NCAA I,MARSHALL UNIVERSITY,Kelsey Waybright,Head Coach,Women's Cheerleading,2001 3rd Avenue,Huntington,WV,25703-0000,,,,,,
Conference USA,NCAA I,MIDDLE TENNESSEE STATE U.,Doug Daigle,Head Coach,Women's Cheerleading,MTSU Box 77,Murfreesboro,TN,37132-3180,,,,,,
Conference USA,NCAA I,"NORTH TEXAS, UNIVERSITY OF",Traci O'Neal,Head Coach,Women's Cheerleading,1155 Union Circle #311397,Denton,TX,76203-1397,,,,,,
Conference USA,NCAA I,UNIVERSITY OF TEXAS AT EL PASO (UTEP),Bianca Marquez,Head Coach,Women's Cheerleading,Brumbelow Building,El Paso,TX,79968-0579,,,,,,
Crossroads League,NAIA 1,GRACE COLLEGE,Jenna Carter,Head Coach,Women's Cheerleading,200 Seminary Dr,Winona Lake,IN,46590-1224,,,,,,
Crossroads League,NAIA 1,HUNTINGTON UNIVERSITY,Allison Overfelt,Head Coach,Women's Cheerleading,2303 College Ave.,Huntington,IN,46750-1237,,,,,,
Crossroads League,NAIA 1,MOUNT VERNON NAZARENE UNIVERSITY,Jill Macklin,Head Coach,Women's Cheerleading,800 Martinsburg Rd.,Mount Vernon,OH,43050-9509,,,,,,
Crossroads League,NAIA 1,"SAINT FRANCIS, UNIVERSITY OF",Jeremy Elder,Head Coach,Women's Cheerleading,2701 Spring St.,Fort Wayne,IN,46808-3939,,,,,,
CUNYAC,NJCAA I,KINGSBOROUGH COMMUNITY COLLEGE,Melissa Walford,Head Coach,Women's Cheerleading,2001 Oriental Blvd,Brooklyn,NY,11235-2333,,,,,,
CUNYAC,NCAA III,"STATEN ISLAND, COLL. OF",Kristie Perrotta,Head Coach,Women's Cheerleading,2800 Victory Blvd.,Staten Island,NY,10314-6609,,,,,,
CUNYAC,NCAA III,YORK COLLEGE,Nicholas Pabon,Head Coach,Women's Cheerleading,441 Country Club Road,York,PA,17403-3651,,,,,,
East Coast,NCAA II,LIU POST/LONG ISLAND U.,Matthew Blanar,Head Coach,Women's Cheerleading,720 Northern Blvd.,Brookville,NY,11548-0000,,,,,,
East Coast,NCAA II,MOLLOY COLLEGE,Caitlin Donach,Head Coach,Women's Cheerleading,1000 Hempstead Ave.,Rockville Centre,NY,11571-0000,,,,,,
East Coast,NCAA II,MOLLOY COLLEGE,Alexandra Diaz,Co-Head Coach,Women's Cheerleading,1000 Hempstead Ave.,Rockville Centre,NY,11571-0000,,,,,,
East Coast,NCAA II,MOLLOY COLLEGE,Katie Moltz,Co-Head Coach,Women's Cheerleading,1000 Hempstead Ave.,Rockville Centre,NY,11571-0000,,,,,,
Empire 8,NCAA III,ELMIRA COLLEGE,Amber Myers,Head Coach,Women's Cheerleading,One Park Place,Elmira,NY,14901-2085,,,,,,
Empire 8,NCAA III,SAINT JOHN FISHER COLLEGE,Melissa Posella,Head Coach,Women's Cheerleading,3690 East Ave.,Rochester,NY,14618-0000,,,,,,
Empire 8,NCAA III,UTICA COLLEGE,Lindsay Varnum,Head Coach,Women's Cheerleading,1600 Burrstone Rd.,Utica,NY,13502-0000,,,,,,
FCSAA Suncoast,NJCAA I,SAINT PETERSBURG COLLEGE,Tamica Dukes,Head Coach,Women's Cheerleading,6605 Fifth Avenue North,St. Petersburg,FL,33733-3489,,,,,,
Frontier,NAIA 1,CARROLL COLLEGE,Laura Snellman,Head Coach,Women's Cheerleading,1601 North Benton Avenue,Helena,MT,59625-0000,,,,,,
Frontier,NAIA 1,ROCKY MOUNTAIN COLLEGE,Stacey Sorge,Head Coach,Women's Cheerleading,1511 Poly Dr.,Billings,MT,59102-1739,,,,,,
GAC,NCAA II,"ARKANSAS AT MONTICELLO, UNIVERSITY OF",Krystal Shipp,Head Coach,Women's Cheerleading,663 University Dr.,Monticello,AR,71656-0000,,,,,,
GAC,NCAA II,HARDING UNIVERSITY,Kellee Blickenstaff,Head Coach,Women's Cheerleading,915 E. Market St.,Searcy,AR,72149-0000,,,,,,
GAC,NCAA II,HENDERSON STATE UNIVERSITY,Chad Fielding,Head Coach,Women's Cheerleading,1100 Henderson Street,Arkadelphia,AR,71999-0000,,,,,,
GAC,NCAA II,OKLAHOMA BAPTIST UNIV.,Jessica Stiles,Head Coach,Women's Cheerleading,500 W. University St,Shawnee,OK,74804-2558,,,,,,
GAC,NCAA II,OUACHITA BAPTIST UNIV.,Cris McGough,Head Coach,Women's Cheerleading,Box 3788 OBU,Arkadelphia,AR,71998-0000,,,,,,
GAC,NCAA II,SOUTHEASTERN OKLAHOMA STATE U.,Mishael Metheny,Head Coach,Women's Cheerleading,"1405 North 4th Ave., PMB 4108",Durant,OK,74701-0000,,,,,,
Garden State,NJCAA I,BROOKDALE COMMUNITY COLLEGE,Katrina Thornton,Head Coach,Women's Cheerleading,765 Newman Springs Rd.,Lincroft,NJ,07738-0000,,,,,,
Georgia Collegiate Athletic Assn.,NJCAA I,CENTRAL GEORGIA TECH. COLLEGE,Regina Elders,Head Coach,Women's Cheerleading,3300 Macon Tech Dr.,Macon,GA,31206-0000,,,,,,
GLIAC,NCAA II,ASHLAND UNIVERSITY,Vicki Wirick,Head Coach,Women's Cheerleading,916 King Rd.,Ashland,OH,44805-3702,,,,,,
GLIAC,NCAA II,DAVENPORT UNIVERSITY-GRAND RAPIDS,Celia Allen Hames,Head Coach,Women's Cheerleading,6191 Kraft Ave SE,Grand Rapids,MI,49512-0000,,,,,,
GLIAC,NCAA II,GRAND VALLEY STATE UNIVERSITY,Brandy Skantze,Head Coach,Women's Cheerleading,1 Campus Dr.,Allendale,MI,49401-0000,,,,,,
GLIAC,NCAA II,NORTHERN MICHIGAN UNIVERSITY,Lucy Anthony,Head Coach,Women's Cheerleading,1401 Presque Isle,Marquette,MI,49855-5301,,,,,,
Golden State,NAIA 1,MENLO COLLEGE,Kezia Molinsky,Head Coach,Women's Cheerleading,1000 El Camino Real,Atherton,CA,94027-4300,,,,,,
Great Lakes Valley,NCAA II,"ILLINOIS, U. OF, SPRINGFIELD",Sarah Jones,Head Coach,Women's Cheerleading,2171 University Drive,Springfield,IL,62703-0000,,,,,,
Great Lakes Valley,NCAA II,"INDIANAPOLIS, UNIV. OF",Tessa Wolsiffer,Head Coach,Women's Cheerleading,1400 E Hanna Ave.,Indianapolis,IN,46227-3630,,,,,,
Great Lakes Valley,NCAA II,LEWIS UNIVERSITY,Carla Johnson,Head Coach,Women's Cheerleading,One University Pkwy Unit 166,Romeoville,IL,60446-0000,,,,,,
Great Lakes Valley,NCAA II,MARYVILLE U.-ST. LOUIS,Peter Michel,Head Coach,Women's Cheerleading,650 Maryville University Drive,Saint Louis,MO,63141-7232,,,,,,
Great Lakes Valley,NCAA II,QUINCY UNIVERSITY,Pilar Yates,Head Coach,Women's Cheerleading,1800 College Ave,Quincy,IL,62301-2670,,,,,,
Great Lakes Valley,NCAA II,WILLIAM JEWELL COLLEGE,Chelsea Green,Head Coach,Women's Cheerleading,500 College Hill,Liberty,MO,64068-0000,,,,,,
Great Midwest Athletic Conference,NCAA II,ALDERSON-BROADDUS UNIVERSITY,Kristina DeWalt,Head Coach,Women's Cheerleading,101 College Hill Dr.,Philippi,WV,26416-0000,,,,,,
Great Midwest Athletic Conference,NCAA II,"FINDLAY, UNIVERSITY OF",Jackie Rothenbuhler,Head Coach,Women's Cheerleading,1000 N Main St,Findlay,OH,45840-0000,,,,,,
Great Midwest Athletic Conference,NCAA II,KENTUCKY WESLEYAN COLLEGE,Jennifer Hendricks,Head Coach,Women's Cheerleading,3000 Frederica St.,Owensboro,KY,42301-0000,,,,,,
Great Midwest Athletic Conference,NCAA II,MALONE UNIVERSITY,Rachel Hunka,Head Coach,Women's Cheerleading,2600 Cleveland Ave NW,Canton,OH,44709-0000,,,,,,
Great Midwest Athletic Conference,NCAA II,OHIO DOMINICAN UNIVERSITY,Rita Collura,Head Coach,Women's Cheerleading,1216 Sunbury Rd,Columbus,OH,43219-0000,,,,,,
Great Midwest Athletic Conference,NCAA II,TREVECCA NAZARENE UNIVERSITY,Mary Lou Del Rio,Head Coach,Women's Cheerleading,333 Murfreesboro Rd.,Nashville,TN,37210-2834,,,,,,
Great Midwest Athletic Conference,NCAA II,WALSH UNIVERSITY,Megan Suarez,Head Coach,Women's Cheerleading,2020 East Maple St.,North Canton,OH,44720-3396,,,,,,
Great Northeast,NCAA III,JOHNSON & WALES U. (RI),Cassie Dib,Head Coach,Women's Cheerleading,8 Abbott Park Place,Providence,RI,02903-3703,,,,,,
Great Northeast,NCAA III,MOUNT IDA COLLEGE,Lindsay Smith,Head Coach,Women's Cheerleading,777 Dedham St.,Newton,MA,02459-0000,,,,,,
Great Plains,NAIA 1,BRIAR CLIFF UNIVERSITY,Kaela Wiig,Head Coach,Women's Cheerleading,3303 Rebbeca St.,Sioux City,IA,51104-0000,,,,,,
Great Plains,NAIA 1,CONCORDIA UNIVERSITY (NE),Mandi Maser,Head Coach,Women's Cheerleading,800 N Columbia Ave,Seward,NE,68434-1556,,,,,,
Great Plains,NAIA 1,HASTINGS COLLEGE,Nikki Kimura,Head Coach,Women's Cheerleading,710 N. Turner,Hastings,NE,68901-0000,,,,,,
Great Plains,NAIA 1,MORNINGSIDE COLLEGE,Alisha Steckler,Head Coach,Women's Cheerleading,1501 Morningside Ave,Sioux City,IA,51106-1717,,,,,,
Great Rivers,NJCAA I,SOUTHWESTERN ILLINOIS COLLEGE,Jaki Howard,Head Coach,Women's Cheerleading,2500 Carlyle Avenue,Belleville,IL,62221-5859,,,,,,
Great Rivers,NJCAA I,WABASH VALLEY COLLEGE,Katie Marlow,Head Coach,Women's Cheerleading,2200 College Dr.,Mount Carmel,IL,62863-2657,,,,,,
Gulf Coast,NAIA 1,DILLARD UNIVERSITY,Donnika Hess,Head Coach,Women's Cheerleading,2601 Gentilly Blvd.,New Orleans,LA,70122-3043,,,,,,
Gulf South,NCAA II,AUBURN U. AT MONTGOMERY,Nic Laracuente,Head Coach,Women's Cheerleading,PO Box 244023,Montgomery,AL,36124-4023,,,,,,
Gulf South,NCAA II,LEE UNIVERSITY,Jessica Frazier,Head Coach,Women's Cheerleading,1120 Ocoee St.,Cleveland,TN,37311-0000,,,,,,
Gulf South,NCAA II,MISSISSIPPI COLLEGE,Michele Ricker,Head Coach,Women's Cheerleading,200 South Capitol Street,Clinton,MS,39056-0000,,,,,,
Gulf South,NCAA II,"MONTEVALLO, UNIVERSITY OF",Jill Honeycutt,Head Coach,Women's Cheerleading,75 College Drive,Montevallo,AL,35115-0000,,,,,,
Gulf South,NCAA II,"NORTH ALABAMA, UNIV. OF",Kim Bailey,Head Coach,Women's Cheerleading,Hal Self Athletic Annex,Florence,AL,35632-0000,,,,,,
Gulf South,NCAA II,VALDOSTA STATE UNIVERSITY,Cody Hudson,Head Coach,Women's Cheerleading,1500 N. Patterson St.,Valdosta,GA,31698-0000,,,,,,
Gulf South,NCAA II,"WEST GEORGIA, UNIVERSITY OF",Nicole Nicholls,Head Coach,Women's Cheerleading,"1601 Maple Street,",Carrollton,GA,30118-0000,,,,,,
Heart of America,NAIA 1,AVILA UNIVERSITY,Melissa Shipman,Head Coach,Women's Cheerleading,11901 Wornall Rd.,Kansas City,MO,64145-1007,,,,,,
Heart of America,NAIA 1,BAKER UNIVERSITY,Allyssa King,Head Coach,Women's Cheerleading,618 Eighth St.,Baldwin City,KS,66006-0000,,,,,,
Heart of America,NAIA 1,BENEDICTINE COLLEGE,Missy Nigus,Head Coach,Women's Cheerleading,1020 N Second St,Atchison,KS,66002-1499,,,,,,
Heart of America,NAIA 1,MIDAMERICA NAZARENE UNIVERSITY,Lindsay Smith,Head Coach,Women's Cheerleading,2030 E. College Way,Olathe,KS,66062-1851,,,,,,
Heart of America,NAIA 1,PERU STATE COLLEGE,Brooke Earnest,Head Coach,Women's Cheerleading,600 Hoyt Street,Peru,NE,68421-0000,,,,,,
Heart of America,NAIA 1,WILLIAM PENN UNIVERSITY,Abby Reynolds,Head Coach,Women's Cheerleading,201 Trueblood Ave.,Oskaloosa,IA,52577-0000,,,,,,
Heartland Collegiate,NCAA III,FRANKLIN COLLEGE,Mike Rivera,Head Coach,Women's Cheerleading,101 Branigin Blvd.,Franklin,IN,46131-2623,,,,,,
Heartland Collegiate,NCAA III,HANOVER COLLEGE,Madison Jester,Head Coach,Women's Cheerleading,100 Morse Lane,Hanover,IN,47243-0108,,,,,,
Heartland Collegiate,NCAA III,MANCHESTER UNIVERSITY,Jessica Stiffler,Head Coach,Women's Cheerleading,604 E College Ave.,North Manchester,IN,46962-1276,,,,,,
Heartland Collegiate,NCAA III,MOUNT ST. JOSEPH UNIVERSITY,Nancy Forsythe,Head Coach,Women's Cheerleading,5701 Delhi Rd,Cincinnati,OH,45233-1670,,,,,,
Heartland Collegiate,NCAA III,TRANSYLVANIA UNIVERSITY,Tora Carter,Head Coach,Women's Cheerleading,300 N Broadway,Lexington,KY,40508-1797,,,,,,
Heartland Conf,NCAA II,DALLAS BAPTIST UNIV.,Cami Smith,Head Coach,Women's Cheerleading,3000 Mountain Creek Pkwy.,Dallas,TX,75211-9209,,,,,,
Heartland Conf,NCAA II,SAINT MARY'S UNIVERSITY (TX),Angel James,Head Coach,Women's Cheerleading,1 Camino Santa Maria St,San Antonio,TX,78228-8508,,,,,,
Horizon League,NCAA I,"DETROIT MERCY, UNIV. OF",Jenn Muszynski,Head Coach,Women's Cheerleading,4001 West McNichols Rd.,Detroit,MI,48221-0000,,,,,,
Horizon League,NCAA I,OAKLAND UNIVERSITY,Chelsea Estes,Head Coach,Women's Cheerleading,2200 N. Squirrel Rd.,Rochester,MI,48309-4401,,,,,,
Horizon League,NCAA I,"WISCONSIN, U. OF (Milwaukee)",Bridgette Kidd,Head Coach,Women's Cheerleading,3409 N. Downer Ave.,Milwaukee,WI,53201-0000,,,,,,
Illinois Skyway,NJCAA I,PRAIRIE STATE COLLEGE,Zenia Smith,Head Coach,Women's Cheerleading,202 S Halsted St,Chicago Heights,IL,60411-8200,,,,,,
Independent,NCAA II,BLUEFIELD STATE COLLEGE,Teona Music,Head Coach,Women's Cheerleading,219 Rock St,Bluefield,WV,24701-0000,,,,,,
West Coast,NCAA I,BRIGHAM YOUNG UNIVERSITY,Jocelyn Allan,Head Coach,Women's Cheerleading,331 Student Athlete Bldg.,Provo,UT,84602-0000,,,,,,
Pacific West,NCAA II,CALIFORNIA BAPTIST UNIVERSITY,Tami Fleming,Head Coach,Women's Cheerleading,8432 Magnolia Ave.,Riverside,CA,92504-3206,,,,,,
Mountain East,NCAA II,"CHARLESTON, UNIVERSITY OF",Jamie Bero,Head Coach,Women's Cheerleading,2300 MacCorkle Ave SE,Charleston,WV,25304-1045,,,,,,
Pacific West,NCAA II,CONCORDIA UNIVERSITY IRVINE,Amy Haney,Head Coach,Women's Cheerleading,1530 Concordia West,Irvine,CA,92612-3299,,,,,,
Capital,NCAA III,FROSTBURG STATE UNIVERSITY,Becki Carter,Head Coach,Women's Cheerleading,Harold J. Cordts PE Ctr.,Frostburg,MD,21532-0000,,,,,,
USA South,NCAA III,GREENSBORO COLLEGE,Robin Welch,Head Coach,Women's Cheerleading,815 W. Market St.,Greensboro,NC,27401-0000,,,,,,
Chicagoland,NAIA 1,JUDSON UNIVERSITY,Diana Winton,Head Coach,Women's Cheerleading,Lindner Fitness Center,Elgin,IL,60123-1498,,,,,,
Conference Carolinas,NCAA II,KING UNIVERSITY,Debbie Neilson,Head Coach,Women's Cheerleading,1350 King College Rd,Bristol,TN,37620-2632,,,,,,
Great Rivers,NJCAA I,LAKE LAND COLLEGE,Dessie Boeser,Head Coach,Women's Cheerleading,5001 Lake Land Blvd,Mattoon,IL,61938-9366,,,,,,
PSAC,NCAA II,MERCYHURST UNIVERSITY,Adria Federio,Head Coach,Women's Cheerleading,501 East 38th Street,Erie,PA,16546-0000,,,,,,
Great Lakes Valley,NCAA II,MISSOURI U. OF SCIENCE AND TECHNOLOGY,Erica Long,Head Coach,Women's Cheerleading,705 W. 10th St.,Rolla,MO,65409-0000,,,,,,
Skyline,NCAA III,MOUNT SAINT MARY COLLEGE,Christine Halling,Head Coach,Women's Cheerleading,330 Powell Avenue,Newburgh,NY,12550-3412,,,,,,
Region 14,NJCAA I,NAVARRO COLLEGE,Monica Aldama,Head Coach,Women's Cheerleading,3200 W 7th Ave.,Corsicana,TX,75110-4818,,,,,,
Independent,NJCAA I,NORTH ARKANSAS COLLEGE,Samantha Snow,Head Coach,Women's Cheerleading,1515 Pioneer Dr.,Harrison,AR,72601-5508,,,,,,
GAC,NCAA II,SOUTHERN NAZARENE UNIVERSITY,Deena Weast,Head Coach,Women's Cheerleading,6729 NW 39th Expy,Bethany,OK,73008-2605,,,,,,
Northeast 10,NCAA II,SOUTHERN NEW HAMPSHIRE UNIVERSITY,Michelle McCarty,Head Coach,Women's Cheerleading,2500 North River Rd.,Manchester,NH,03106-1067,,,,,,
NJAC,NCAA III,STOCKTON UNIVERSITY,Cynthia Trapp,Co-Head Coach,Women's Cheerleading,101 Vera King Farris Drive,Galloway,NJ,08205-0000,,,,,,
NJAC,NCAA III,STOCKTON UNIVERSITY,Sonya Trapp-Logan,Co-Head Coach,Women's Cheerleading,101 Vera King Farris Drive,Galloway,NJ,08205-0000,,,,,,
Presidents',NCAA III,THIEL COLLEGE,Amber Kimmel,Head Coach,Women's Cheerleading,75 College Ave,Greenville,PA,16125-2186,,,,,,
Iowa CC Athletic Conf,NJCAA I,IOWA CENTRAL COMMUNITY COLLEGE,Amanda Murphy,Head Coach,Women's Cheerleading,One Triton Circle,Fort Dodge,IA,50501-5739,,,,,,
Iowa CC Athletic Conf,NJCAA I,IOWA WESTERN COMMUNITY COLLEGE,Jeff Snow,Head Coach,Women's Cheerleading,2700 College Rd,Council Bluffs,IA,51503-0567,,,,,,
Iowa CC Athletic Conf,NJCAA I,NORTH IOWA AREA COMMUNITY COLLEGE,Sandy Schupanitz,Head Coach,Women's Cheerleading,500 College Dr,Mason City,IA,50401-7213,,,,,,
Iowa Intercollegiate,NCAA III,COE COLLEGE,Allie Stoecker,Head Coach,Women's Cheerleading,1220 1st Ave NE,Cedar Rapids,IA,52402-5008,,,,,,
Iowa Intercollegiate,NCAA III,LORAS COLLEGE,Lauren Parkinson,Head Coach,Women's Cheerleading,1450 Alta Vista St,Dubuque,IA,52001-0000,,,,,,
Iowa Intercollegiate,NCAA III,NEBRASKA WESLEYAN UNIVERSITY,Terry Lange,Head Coach,Women's Cheerleading,5000 Saint Paul Ave.,Lincoln,NE,68504-2794,,,,,,
Iowa Intercollegiate,NCAA III,SIMPSON COLLEGE,Tricia Davis,Head Coach,Women's Cheerleading,701 North C St.,Indianola,IA,50125-1202,,,,,,
Iowa Intercollegiate,NCAA III,WARTBURG COLLEGE,Tara Winter,Head Coach,Women's Cheerleading,100 Wartburg Blvd.,Waverly,IA,50677-0903,,,,,,
Kansas Collegiate,NAIA 1,"SAINT MARY, UNIVERSITY OF",Banen Royer,Head Coach,Women's Cheerleading,4100 S 4th St,Leavenworth,KS,66048-5082,,,,,,
Kansas Collegiate,NAIA 1,SOUTHWESTERN COLLEGE (KS),Erin Doerksen,Head Coach,Women's Cheerleading,100 College St,Winfield,KS,67156-2443,,,,,,
Kansas Collegiate,NAIA 1,STERLING COLLEGE,Casie Lacey,Head Coach,Women's Cheerleading,125 W. Cooper,Sterling,KS,67579-0000,,,,,,
Kansas Jayhawk CC Conf,NJCAA I,ALLEN COMMUNITY COLLEGE,Chelsea Jackson,Head Coach,Women's Cheerleading,1801 N Cottonwood St,Iola,KS,66749-1607,,,,,,
Kansas Jayhawk CC Conf,NJCAA I,CLOUD COUNTY COMMUNITY COLLEGE,Gail Snyder,Head Coach,Women's Cheerleading,2221 Campus Drive; Box 1002,Concordia,KS,66901-1002,,,,,,
Kansas Jayhawk CC Conf,NJCAA I,COWLEY COLLEGE,Lindsay Sanderholm,Head Coach,Women's Cheerleading,125 S 2nd St,Arkansas City,KS,67005-2662,,,,,,
Kansas Jayhawk CC Conf,NJCAA I,FORT SCOTT COMMUNITY COLLEGE,Vanessa Poyner,Head Coach,Women's Cheerleading,2108 S. Horton St.,Fort Scott,KS,66701-3140,,,,,,
Kansas Jayhawk CC Conf,NJCAA I,GARDEN CITY COMMUNITY COLLEGE,Brice Knapp,Head Coach,Women's Cheerleading,801 Campus Dr.,Garden City,KS,67846-6333,,,,,,
Kansas Jayhawk CC Conf,NJCAA I,HIGHLAND COMMUNITY COLLEGE,Cheyenne Clark,Head Coach,Women's Cheerleading,2998 W Pearl City Rd.,Freeport,IL,61032-9341,,,,,,
Kansas Jayhawk CC Conf,NJCAA I,LABETTE COMMUNITY COLLEGE,Sherrie Blackburn,Head Coach,Women's Cheerleading,200 S. 14th St.,Parsons,KS,67357-4201,,,,,,
Kansas Jayhawk CC Conf,NJCAA I,PRATT COMMUNITY COLLEGE,Jordyn Lott,Head Coach,Women's Cheerleading,348 NE SR 61,Pratt,KS,67124-0000,,,,,,
Kansas Jayhawk CC Conf,NJCAA I,SEWARD COUNTY CC/AREA TECH. SCHOOL,Carisa Owen,Head Coach,Women's Cheerleading,1801 N Kansas Ave,Liberal,KS,67905-1137,,,,,,
Landmark,NCAA III,JUNIATA COLLEGE,Justine Black,Head Coach,Women's Cheerleading,1700 Moore St.,Huntingdon,PA,16652-2119,,,,,,
